Core ,East ,West ,woodland Caribbean,FIA Code,PLANTS Code,Common name,Genus ,Species 
,,,C ,8596,SESI3 ,Siamese cassia ,Senna ,siamea 
,,,C ,8597,SESP9 ,casia amarilla ,Senna ,spectabilis 
,,,C ,8599,SESU10 ,Senna sulfurea ,Senna ,sulfurea 
,,,C ,8600,SESU4 ,glossy shower ,Senna ,surattensis 
,,,C ,8605,SEGR5 ,vegetable hummingbird,Sesbania ,grandiflora 
,,,C ,8611,SICU7 ,espejuelo ,Sideroxylon ,cubense 
,E ,,C ,890,SIFO ,false mastic ,Sideroxylon ,foetidissimum 
,E ,,,381,SILAL3 ,"Chittamwood,",Sideroxylon ,lanuginosum ssp. Lanuginosum
,,,C ,8613,SIOB ,breakbill ,Sideroxylon ,obovatum 
,,,C ,8614,SIPO3 ,Puerto Rico bully ,Sideroxylon ,portoricense 
,E ,,C ,891,SISA6 ,"white bully,",Sideroxylon ,salicifolium 
,,,C ,8617,SIMAR ,simarouba ,Simarouba ,sp
,E ,,,895,SIGL3 ,paradise tree ,Simarouba ,glauca 
,,,C ,8619,SITU ,aceitillo falso ,Simarouba ,tulae 
,,,C ,8620,SIDE6 ,hoja menuda ,Siphoneugena ,densiflora 
,,,C ,8622,SLOAN ,bullwood ,Sloanea ,sp
,,,C ,8623,SLAM ,motillo ,Sloanea ,amygdalina 
,,,C ,8624,SLBE ,bullwood ,Sloanea ,berteriana 
,,,C ,8626,SOBAB ,Solanum,Solanum ,bahamense 
,,,C ,8627,SODO3 ,mullein nightshade,Solanum ,donianum 
,,,C ,8629,SOER2 ,potatotree ,Solanum ,erianthum 
,,,C ,8632,SONU4 ,forest nightshade,Solanum ,nudum 
,,,C ,8633,SOPO ,cakalaka berry ,Solanum ,polygamum 
,,,C ,8634,SORU ,tabacon aspero ,Solanum ,rugosum 
,,,C ,8636,SOTO4 ,turkey berry ,Solanum ,torvum 
,E ,,,870,SOAF ,Texas sophora ,Sophora ,affinis 
,E ,,,934,SORBU ,mountain ash spp.,Sorbus ,sp
,E ,,,935,SOAM3 ,American mountain ash,Sorbus ,americana 
X ,E ,,,936,SOAU ,European mountain ash,Sorbus ,aucuparia 
X ,E ,,,937,SODE3 ,northern mountain ash,Sorbus ,decora 
,,,C ,8644,SPCA2 ,African tuliptree ,Spathodea ,campanulata 
,,,C ,8649,SPDU3 ,Spondias dulcis ,Spondias ,dulcis 
,,,C ,8650,SPMO ,yellow mombin ,Spondias ,mombin 
,,,C ,8652,SPPU ,purple mombin ,Spondias ,purpurea 
,,,C ,8654,STMO ,cobana negra ,Stahlia ,monosperma 
,,,C ,8664,STAP ,Panama tree ,Sterculia ,apetala 
,,,C ,8666,STFO2 ,hazel sterculia ,Sterculia ,foetida 
,,,C ,8674,STPO3 ,palo de jazmin ,Styrax ,portoricensis 
,,,C ,8676,SUMA2 ,bay cedar ,Suriana ,maritima 
,,,C ,8678,SWIET ,mahogany ,Swietenia ,sp
,,,C ,8679,SWMA ,Honduras mahogany,Swietenia ,macrophylla 
,E ,,C ,940,SWMA2 ,mahogany ,Swietenia ,mahagoni 
,,,C ,8683,SYLA2 ,nispero cimarron ,Symplocos ,lanata 
,,,C ,8684,SYMA ,Martinique sweetleaf,Symplocos ,martinicensis 
,,,C ,8685,SYMI3 ,aceitunilla ,Symplocos ,micrantha 
,E ,,,896,SYCU ,Java plum ,Syzygium ,cumini 
,,,C ,8701,SYJA ,Syzygium jambos ,Syzygium ,jambos 
,,,C ,8702,SYMA2 ,Malaysian apple ,Syzygium ,malaccense 
,,,C ,8709,TACH3 ,roble amarillo ,Tabebuia ,chrysantha 
,,,C ,8710,TADO2 ,primavera ,Tabebuia ,donnell-smithii 
,,,C ,8712,TAHA ,roble cimarron ,Tabebuia ,haemantha 
,,,C ,8713,TAHE ,white cedar ,Tabebuia ,heterophylla 
,,,C ,8715,TARI ,roble de sierra ,Tabebuia ,rigida 
,,,C ,8716,TARO ,pink trumpet-tree,Tabebuia ,rosea 
,,,C ,8717,TASC2 ,roble colorado ,Tabebuia ,schumanniana 
,,,C ,8720,TACI ,milkwood ,Tabernaemontana ,citrifolia 
,E ,,C ,897,TAIN2 ,tamarind ,Tamarindus ,indica 
,E ,W ,C ,991,TAMAR2 ,saltcedar ,Tamarix ,sp
,,,C ,8727,TAAP ,Athel tamarisk ,Tamarix ,aphylla 
,,,C ,8743,TEST ,yellow trumpetbush,Tecoma ,stans 
,,,C ,8744,TEGR ,teak ,Tectona ,grandis 
,,,C ,8748,TERMI ,tropical almond ,Terminalia ,sp
,,,C ,8750,TECA ,troipical almond ,Terminalia ,catappa 
,,,C ,8754,TEIV2 ,Ivory Coast almond,Terminalia ,ivorensis 
,,,C ,8756,TEMY ,East Indian almond,Terminalia ,myriocarpa 
,,,C ,8757,TEOB ,Peruvian almond ,Terminalia ,oblonga 
,,,C ,8761,TESU2 ,superb terminalia,Terminalia ,superba 
,,,C ,8762,TEHE3 ,saintedwood ,Ternstroemia ,heptasepala 
,,,C ,8763,TELU2 ,palo colorado ,Ternstroemia ,luquillensis 
,,,C ,8764,TEPE ,copey vera ,Ternstroemia ,peduncularis 
,,,C ,8766,TEST3 ,mamey de cura ,Ternstroemia ,stahlii 
,,,C ,8767,TESU ,el yunque colorado,Ternstroemia ,subsessilis 
,,,C ,8768,TEBA ,masa ,Tetragastris ,balsamifera 
,,,C ,8778,TEAN2 ,stinkingfish ,Tetrazygia ,angustifolia 
,,,C ,8780,TEBI2 ,Puerto Rico clover ash,Tetrazygia ,biflora 
,,,C ,8781,TEEL ,krekre ,Tetrazygia ,elaeagnoides 
,,,C ,8783,TEUR ,cenizo ,Tetrazygia ,urbanii 
,,,C ,8784,THCA ,cacao ,Theobroma ,cacao 
,,,C ,8786,THGR2 ,maga ,Thespesia ,grandiflora 
,,,C ,8787,THPO3 ,Portia tree ,Thespesia ,populnea 
,,,C ,8789,THPE3 ,luckynut ,Thevetia ,peruviana 
,,,C ,8793,THST2 ,ceboruquillo ,Thouinia ,striata 
,,,C ,8794,THSTP ,Puerto Rico ceboruquillo,Thouinia ,striata var. portoricensis
,E ,,C ,913,THMO4 ,key thatch palm ,Thrinax ,morrisii 
,E ,,,914,THRA2 ,Florida thatch palm,Thrinax ,radiata 
,,,C ,8803,TIGR3 ,Brazilian glorytree,Tibouchina ,granulosa 
,E ,,,950,TILIA ,basswood spp. ,Tilia ,sp
X ,E ,,,951,TIAM ,American basswood,Tilia ,americana 
,E ,,,953,TIAMC ,Carolina basswood,Tilia ,americana var. caroliniana
,E ,,,952,TIAMH ,white basswood ,Tilia ,americana var. heterophylla
,,,C ,8811,TOONA ,redcedar ,Toona ,sp
,,,C ,8812,TOCI ,Australian redcedar,Toona ,ciliata 
,,,C ,8816,TOCU ,boje ,Torralbasia ,cuneifolia 
,,,C ,8825,TOFI ,cold withe ,Tournefortia ,filiflora 
,,,C ,8828,TRLA2 ,Lamarck's trema ,Trema ,lamarckianum 
,,,C ,8829,TRMI2 ,Jamaican nettletree,Trema ,micranthum 
X ,E ,,,994,TRSE6 ,Chinese tallowtree,Triadica ,sebifera 
,,,C ,8833,TRHI3 ,broomstick ,Trichilia ,hirta 
,,,C ,8834,TRPA2 ,gaita ,Trichilia ,pallida 
,,,C ,8836,TRTR8 ,bariaco ,Trichilia ,triacantha 
,,,C ,8842,TRTR7 ,limeberry ,Triphasia ,trifolia 
,,,C ,8843,TRIPL5 ,Triplaris spp. ,Triplaris ,sp
,,,C ,8844,TRCU6 ,ant tree ,Triplaris ,cumingiana 
,,,C ,8848,TRRA4 ,white ramoon ,Trophis ,racemosa 
,,,C ,8850,TUOC ,muttonwood ,Turpinia ,occidentalis 
,E ,,,970,ULMUS ,elm spp. ,Ulmus ,sp
X ,E ,,,971,ULAL ,winged elm ,Ulmus ,alata 
X ,E ,,,972,ULAM ,American elm ,Ulmus ,americana 
X ,E ,,,973,ULCR ,cedar elm ,Ulmus ,crassifolia 
X ,E ,,,974,ULPU ,Siberian elm ,Ulmus ,pumila 
X ,E ,,,975,ULRU ,slippery elm ,Ulmus ,rubra 
X ,E ,,,976,ULSE ,September elm ,Ulmus ,serotina 
X ,E ,,,977,ULTH ,rock elm ,Ulmus ,thomasii 
X ,,W ,,981,UMCA ,California laurel ,Umbellularia ,californica 
,,,C ,8853,URBA ,scratchbush ,Urera ,baccifera 
,,,C ,8854,URCA2 ,flameberry ,Urera ,caracasana 
,,,C ,8855,URCH2 ,ortiga ,Urera ,chlorocarpa 
,,,C ,8861,VAMA5 ,voa vanga ,Vangueria ,madagascariensis 
X ,E ,,,995,VEFO ,tungoil tree ,Vernicia ,fordii 
,,,C ,8871,VIAG ,lilac chastetree ,Vitex ,agnus-castus 
,,,C ,8873,VIDI2 ,higuerillo ,Vitex ,divaricata 
,,,C ,8881,WALA ,Wallenia,Wallenia ,lamarckiana 
,,,C ,8887,WEPI ,bastard briziletto ,Weinmannia ,pinnata 
,,,C ,8901,XIAM ,tallow wood ,Ximenia ,americana 
,,,C ,8906,XYBU ,mucha-gente ,Xylosma ,buxifolia 
,,,C ,8910,XYPA2 ,spiny logwood ,Xylosma ,pachyphylla 
,,,C ,8912,XYSC2 ,white logwood ,Xylosma ,schaefferioides 
,,,C ,8913,XYSC3 ,Schwaneck's logwood,Xylosma ,schwaneckeana 
,,,C ,8916,YUAL ,aloe yucca ,Yucca ,aloifolia 
,,W ,,982,YUBR ,Joshua tree ,Yucca ,brevifolia 
,,,C ,8918,YUGL2 ,moundlily yucca ,Yucca ,gloriosa 
,,,C ,8919,YUGU ,bluestem yucca ,Yucca ,guatemalensis 
,,,C ,8923,ZABI ,Maricao pricklyash,Zanthoxylum ,bifoliolatum 
,,,C ,8924,ZACA3 ,prickly yellow ,Zanthoxylum ,caribaeum 
,,,C ,8928,ZAFL ,West Indian satinwood,Zanthoxylum ,flavum 
,,,C ,8931,ZAMA ,white pricklyash ,Zanthoxylum ,martinicense 
,,,C ,8932,ZAMO ,yellow prickle ,Zanthoxylum ,monophyllum 
,,,C ,8934,ZAPU2 ,dotted pricklyash ,Zanthoxylum ,punctatum 
,,,C ,8935,ZASP ,niaragato ,Zanthoxylum ,spinifex 
,,,C ,8937,ZATH ,St. Thomas pricklyash,Zanthoxylum ,thomasianum 
,,,C ,8938,ZAPO2 ,Zapoteca,Zapoteca ,portoricensis 
,,,C ,8939,ZIMA ,Indian jujube ,Ziziphus ,mauritiana 
,,,C ,8940,ZIRE ,cacao rojo ,Ziziphus ,reticulata 
,,,C ,8941,ZIRI ,soana ,Ziziphus ,rignonii 
,,,C ,8943,ZITA ,Taylor's jujube ,Ziziphus ,taylorii 
X ,E ,W ,C ,998,2TB ,unknown dead hardwood,Tree ,broadleaf 
X ,E ,W ,C ,999,2TREE ,"other, or unknown live tree",Tree ,unknown 
